config_id,canonical_config_id,experiment_family,method,display_method,dataset,setting,evaluation_mode,budget_or_alpha,artifact_path,artifact_clean_win,artifact_mixed_tradeoff,clean_win,near_clean,mixed_tradeoff,dominated,pareto_label,win_count,loss_count,protected_loss_count,target_gain_count,target_loss_count,target_gain_minus_protected_loss,win_metrics,loss_metrics,protected_loss_metrics,target_gain_metrics,target_loss_metrics,runtime_device,is_canonical
rank_blend_frontier|adaptive_risk_parity_safe_hvg|pbmc_cite|0.10,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_risk_parity_safe_hvg__pbmc_cite__alpha_0p10|0.10,rank_blend_frontier,adaptive_risk_parity_safe_hvg,rank_blend:risk_parity_safe,pbmc_cite,official_partial_continuous,continuous,0.10,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_risk_parity_safe_hvg__pbmc_cite__alpha_0p10,False,True,False,False,True,False,mixed_tradeoff,1,5,3,0,2,-3.0,knn_ratio,"var_ratio,dist_cor,three_nn,max_ari,max_nmi","var_ratio,dist_cor,three_nn",,"max_ari,max_nmi",cuda,True
rank_blend_frontier|adaptive_risk_parity_safe_hvg|pbmc_cite|0.25,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_risk_parity_safe_hvg__pbmc_cite__alpha_0p25|0.25,rank_blend_frontier,adaptive_risk_parity_safe_hvg,rank_blend:risk_parity_safe,pbmc_cite,official_partial_continuous,continuous,0.25,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_risk_parity_safe_hvg__pbmc_cite__alpha_0p25,False,True,False,False,True,False,mixed_tradeoff,3,3,2,1,1,-1.0,"dist_cor,knn_ratio,max_ari","var_ratio,three_nn,max_nmi","var_ratio,three_nn",max_ari,max_nmi,cuda,True
rank_blend_frontier|adaptive_risk_parity_safe_hvg|pbmc_cite|0.50,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_risk_parity_safe_hvg__pbmc_cite__alpha_0p50|0.50,rank_blend_frontier,adaptive_risk_parity_safe_hvg,rank_blend:risk_parity_safe,pbmc_cite,official_partial_continuous,continuous,0.50,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_risk_parity_safe_hvg__pbmc_cite__alpha_0p50,False,True,False,False,True,False,mixed_tradeoff,3,3,1,0,2,-1.0,"var_ratio,dist_cor,knn_ratio","three_nn,max_ari,max_nmi",three_nn,,"max_ari,max_nmi",cuda,True
rank_blend_frontier|adaptive_risk_parity_safe_hvg|pbmc_cite|0.75,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_risk_parity_safe_hvg__pbmc_cite__alpha_0p75|0.75,rank_blend_frontier,adaptive_risk_parity_safe_hvg,rank_blend:risk_parity_safe,pbmc_cite,official_partial_continuous,continuous,0.75,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_risk_parity_safe_hvg__pbmc_cite__alpha_0p75,False,True,False,False,True,False,mixed_tradeoff,5,1,1,2,0,1.0,"var_ratio,dist_cor,knn_ratio,max_ari,max_nmi",three_nn,three_nn,"max_ari,max_nmi",,cuda,True
rank_blend_frontier|adaptive_spectral_locality_hvg|duo8_pbmc|0.10,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_spectral_locality_hvg__duo8_pbmc__alpha_0p10|0.10,rank_blend_frontier,adaptive_spectral_locality_hvg,rank_blend:spectral_locality,duo8_pbmc,official_partial_discrete,discrete,0.10,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_spectral_locality_hvg__duo8_pbmc__alpha_0p10,False,True,False,False,True,False,mixed_tradeoff,3,1,1,2,0,1.0,"var_ratio,ari,nmi",lisi,lisi,"ari,nmi",,cuda,True
rank_blend_frontier|adaptive_spectral_locality_hvg|duo8_pbmc|0.25,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_spectral_locality_hvg__duo8_pbmc__alpha_0p25|0.25,rank_blend_frontier,adaptive_spectral_locality_hvg,rank_blend:spectral_locality,duo8_pbmc,official_partial_discrete,discrete,0.25,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_spectral_locality_hvg__duo8_pbmc__alpha_0p25,False,True,False,False,True,False,mixed_tradeoff,1,3,1,0,2,-1.0,var_ratio,"lisi,ari,nmi",lisi,,"ari,nmi",cuda,True
rank_blend_frontier|adaptive_spectral_locality_hvg|duo8_pbmc|0.50,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_spectral_locality_hvg__duo8_pbmc__alpha_0p50|0.50,rank_blend_frontier,adaptive_spectral_locality_hvg,rank_blend:spectral_locality,duo8_pbmc,official_partial_discrete,discrete,0.50,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_spectral_locality_hvg__duo8_pbmc__alpha_0p50,False,True,False,False,True,False,mixed_tradeoff,1,3,1,0,2,-1.0,var_ratio,"lisi,ari,nmi",lisi,,"ari,nmi",cuda,True
rank_blend_frontier|adaptive_spectral_locality_hvg|duo8_pbmc|0.75,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_spectral_locality_hvg__duo8_pbmc__alpha_0p75|0.75,rank_blend_frontier,adaptive_spectral_locality_hvg,rank_blend:spectral_locality,duo8_pbmc,official_partial_discrete,discrete,0.75,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_spectral_locality_hvg__duo8_pbmc__alpha_0p75,False,True,False,False,True,False,mixed_tradeoff,3,1,1,2,0,1.0,"var_ratio,ari,nmi",lisi,lisi,"ari,nmi",,cuda,True
rank_blend_frontier|adaptive_spectral_locality_hvg|pbmc_cite|0.10,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_spectral_locality_hvg__pbmc_cite__alpha_0p10|0.10,rank_blend_frontier,adaptive_spectral_locality_hvg,rank_blend:spectral_locality,pbmc_cite,official_partial_continuous,continuous,0.10,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_spectral_locality_hvg__pbmc_cite__alpha_0p10,False,True,False,False,True,False,mixed_tradeoff,1,5,3,0,2,-3.0,knn_ratio,"var_ratio,dist_cor,three_nn,max_ari,max_nmi","var_ratio,dist_cor,three_nn",,"max_ari,max_nmi",cuda,True
rank_blend_frontier|adaptive_spectral_locality_hvg|pbmc_cite|0.25,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_spectral_locality_hvg__pbmc_cite__alpha_0p25|0.25,rank_blend_frontier,adaptive_spectral_locality_hvg,rank_blend:spectral_locality,pbmc_cite,official_partial_continuous,continuous,0.25,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_spectral_locality_hvg__pbmc_cite__alpha_0p25,False,False,False,False,False,True,dominated,0,6,4,0,2,-4.0,,"var_ratio,dist_cor,knn_ratio,three_nn,max_ari,max_nmi","var_ratio,dist_cor,knn_ratio,three_nn",,"max_ari,max_nmi",cuda,True
rank_blend_frontier|adaptive_spectral_locality_hvg|pbmc_cite|0.50,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_spectral_locality_hvg__pbmc_cite__alpha_0p50|0.50,rank_blend_frontier,adaptive_spectral_locality_hvg,rank_blend:spectral_locality,pbmc_cite,official_partial_continuous,continuous,0.50,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_spectral_locality_hvg__pbmc_cite__alpha_0p50,False,True,False,False,True,False,mixed_tradeoff,1,5,3,0,2,-3.0,knn_ratio,"var_ratio,dist_cor,three_nn,max_ari,max_nmi","var_ratio,dist_cor,three_nn",,"max_ari,max_nmi",cuda,True
rank_blend_frontier|adaptive_spectral_locality_hvg|pbmc_cite|0.75,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_spectral_locality_hvg__pbmc_cite__alpha_0p75|0.75,rank_blend_frontier,adaptive_spectral_locality_hvg,rank_blend:spectral_locality,pbmc_cite,official_partial_continuous,continuous,0.75,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_rank_blend_frontier_20260424_v1\adaptive_spectral_locality_hvg__pbmc_cite__alpha_0p75,False,True,False,False,True,False,mixed_tradeoff,1,5,3,0,2,-3.0,knn_ratio,"var_ratio,dist_cor,three_nn,max_ari,max_nmi","var_ratio,dist_cor,three_nn",,"max_ari,max_nmi",cuda,True
risk_parity_family|adaptive_risk_parity_hvg|duo4_pbmc|direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v1\adaptive_risk_parity_hvg__duo4_pbmc|direct,risk_parity_family,adaptive_risk_parity_hvg,risk_parity,duo4_pbmc,official_partial_discrete,discrete,direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v1\adaptive_risk_parity_hvg__duo4_pbmc,False,True,False,False,True,False,mixed_tradeoff,2,2,2,2,0,0.0,"ari,nmi","var_ratio,lisi","var_ratio,lisi","ari,nmi",,cuda,False
risk_parity_family|adaptive_risk_parity_hvg|duo8_pbmc|direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v1\adaptive_risk_parity_hvg__duo8_pbmc|direct,risk_parity_family,adaptive_risk_parity_hvg,risk_parity,duo8_pbmc,official_partial_discrete,discrete,direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v1\adaptive_risk_parity_hvg__duo8_pbmc,False,True,False,False,True,False,mixed_tradeoff,3,1,1,2,0,1.0,"var_ratio,ari,nmi",lisi,lisi,"ari,nmi",,cuda,False
risk_parity_family|adaptive_risk_parity_hvg|pbmc3k_multi|direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v1\adaptive_risk_parity_hvg__pbmc3k_multi|direct,risk_parity_family,adaptive_risk_parity_hvg,risk_parity,pbmc3k_multi,official_partial_continuous,continuous,direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v1\adaptive_risk_parity_hvg__pbmc3k_multi,False,True,False,False,True,False,mixed_tradeoff,3,3,2,1,1,-1.0,"var_ratio,dist_cor,max_nmi","knn_ratio,three_nn,max_ari","knn_ratio,three_nn",max_nmi,max_ari,cuda,False
risk_parity_family|adaptive_risk_parity_hvg|pbmc_cite|direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v1\adaptive_risk_parity_hvg__pbmc_cite|direct,risk_parity_family,adaptive_risk_parity_hvg,risk_parity,pbmc_cite,official_partial_continuous,continuous,direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v1\adaptive_risk_parity_hvg__pbmc_cite,False,True,False,False,True,False,mixed_tradeoff,3,3,2,1,1,-1.0,"dist_cor,knn_ratio,max_ari","var_ratio,three_nn,max_nmi","var_ratio,three_nn",max_ari,max_nmi,cuda,False
risk_parity_family|adaptive_risk_parity_safe_hvg|duo4_pbmc|direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v2\adaptive_risk_parity_safe_hvg__duo4_pbmc|direct,risk_parity_family,adaptive_risk_parity_safe_hvg,risk_parity_safe,duo4_pbmc,official_partial_discrete,discrete,direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v2\adaptive_risk_parity_safe_hvg__duo4_pbmc,False,True,False,False,True,False,mixed_tradeoff,2,2,2,2,0,0.0,"ari,nmi","var_ratio,lisi","var_ratio,lisi","ari,nmi",,cuda,True
risk_parity_family|adaptive_risk_parity_safe_hvg|duo8_pbmc|direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v2\adaptive_risk_parity_safe_hvg__duo8_pbmc|direct,risk_parity_family,adaptive_risk_parity_safe_hvg,risk_parity_safe,duo8_pbmc,official_partial_discrete,discrete,direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v2\adaptive_risk_parity_safe_hvg__duo8_pbmc,False,True,False,False,True,False,mixed_tradeoff,3,1,1,2,0,1.0,"var_ratio,ari,nmi",lisi,lisi,"ari,nmi",,cuda,True
risk_parity_family|adaptive_risk_parity_safe_hvg|pbmc3k_multi|direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v2\adaptive_risk_parity_safe_hvg__pbmc3k_multi|direct,risk_parity_family,adaptive_risk_parity_safe_hvg,risk_parity_safe,pbmc3k_multi,official_partial_continuous,continuous,direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v2\adaptive_risk_parity_safe_hvg__pbmc3k_multi,False,True,False,False,True,False,mixed_tradeoff,4,2,1,1,1,0.0,"var_ratio,dist_cor,knn_ratio,max_nmi","three_nn,max_ari",three_nn,max_nmi,max_ari,cuda,True
risk_parity_family|adaptive_risk_parity_safe_hvg|pbmc_cite|direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v2\adaptive_risk_parity_safe_hvg__pbmc_cite|direct,risk_parity_family,adaptive_risk_parity_safe_hvg,risk_parity_safe,pbmc_cite,official_partial_continuous,continuous,direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v2\adaptive_risk_parity_safe_hvg__pbmc_cite,False,True,False,False,True,False,mixed_tradeoff,4,2,2,2,0,0.0,"dist_cor,three_nn,max_ari,max_nmi","var_ratio,knn_ratio","var_ratio,knn_ratio","max_ari,max_nmi",,cuda,True
risk_parity_family|adaptive_risk_parity_ultrasafe_hvg|duo4_pbmc|direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v3\adaptive_risk_parity_ultrasafe_hvg__duo4_pbmc|direct,risk_parity_family,adaptive_risk_parity_ultrasafe_hvg,risk_parity_ultrasafe,duo4_pbmc,official_partial_discrete,discrete,direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v3\adaptive_risk_parity_ultrasafe_hvg__duo4_pbmc,False,True,False,False,True,False,mixed_tradeoff,1,1,1,0,0,-1.0,lisi,var_ratio,var_ratio,,,cuda,True
risk_parity_family|adaptive_risk_parity_ultrasafe_hvg|duo8_pbmc|direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v3\adaptive_risk_parity_ultrasafe_hvg__duo8_pbmc|direct,risk_parity_family,adaptive_risk_parity_ultrasafe_hvg,risk_parity_ultrasafe,duo8_pbmc,official_partial_discrete,discrete,direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v3\adaptive_risk_parity_ultrasafe_hvg__duo8_pbmc,False,True,False,False,True,False,mixed_tradeoff,3,1,1,2,0,1.0,"var_ratio,ari,nmi",lisi,lisi,"ari,nmi",,cuda,True
risk_parity_family|adaptive_risk_parity_ultrasafe_hvg|pbmc3k_multi|direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v3\adaptive_risk_parity_ultrasafe_hvg__pbmc3k_multi|direct,risk_parity_family,adaptive_risk_parity_ultrasafe_hvg,risk_parity_ultrasafe,pbmc3k_multi,official_partial_continuous,continuous,direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v3\adaptive_risk_parity_ultrasafe_hvg__pbmc3k_multi,False,True,False,False,True,False,mixed_tradeoff,4,1,0,1,1,1.0,"dist_cor,knn_ratio,three_nn,max_nmi",max_ari,,max_nmi,max_ari,cuda,True
risk_parity_family|adaptive_risk_parity_ultrasafe_hvg|pbmc_cite|direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v3\adaptive_risk_parity_ultrasafe_hvg__pbmc_cite|direct,risk_parity_family,adaptive_risk_parity_ultrasafe_hvg,risk_parity_ultrasafe,pbmc_cite,official_partial_continuous,continuous,direct,D:\code_py\sc-RNAseq\artifacts_benchmarkhvg_formal_partial_20260424_v3\adaptive_risk_parity_ultrasafe_hvg__pbmc_cite,False,True,False,False,True,False,mixed_tradeoff,3,3,1,0,2,-1.0,"var_ratio,dist_cor,knn_ratio","three_nn,max_ari,max_nmi",three_nn,,"max_ari,max_nmi",cuda,True
